nom,lemme
accumule,accumuler
accumulé,accumuler
accumulée,accumuler
accumulées,accumuler
accumulent,accumuler
accumuler,accumuler
accumulèrent,accumuler
accumulerez,accumuler
accumulés,accumuler
accumulez,accumuler
accus,accu
accusa,accuser
accusai,accuser
accusaient,accuser
accusais,accuser
accusait,accuser
accusant,accuser
accusât,accuser
accusateur,accusateur
accusateurs,accusateur
accusatif,accusatif
accusation,accusation
accusations,accusation
accusatoire,accusatoire
accusatrice,accusateur
accusatrices,accusateur
accuse,accuser
accusé,accuser
accusée,accuser
accusées,accuser
accusent,accuser
accuser,accuser
accusera,accuser
accuseraient,accuser
accuserais,accuser
accuserait,accuser
accusèrent,accuser
accuserez,accuser
accuseriez,accuser
accuserions,accuser
accuserons,accuser
accuseront,accuser
accuses,accuser
accusés,accusé
accusez,accuser
accusiez,accuser
accusions,accuser
accusons,accuser
ace,ace
acellulaire,acellulaire
acéphale,acéphale
acéphales,acéphale
acerbe,acerbe
acerbes,acerbe
acerbité,acerbité
acéré,acéré
acérée,acéré
acérées,acéré
acérés,acéré
acetabulum,acetabulum
acétate,acétate
acétique,acétique
acétone,acétone
acétylcholine,acétylcholine
acétylène,acétylène
acétylsalicylique,acétylsalicylique
achalandage,achalandage
achalandaient,achalander
achalandé,achalandé
achalandée,achalandé
achalandées,achalandé
achalandés,achalander
achaler,achaler
achards,achards
acharna,acharner
acharnai,acharner
acharnaient,acharner
acharnais,acharner
acharnait,acharner
acharnant,acharner
acharne,acharner
acharné,acharné
acharnée,acharné
acharnées,acharné
acharnement,acharnement
acharnements,acharnement
acharnent,acharner
acharner,acharner
acharnera,acharner
acharnerai,acharner
acharnerait,acharner
acharnèrent,acharner
acharnes,acharner
acharnés,acharné
acharnez,acharner
achat,achat
achats,achat
ache,ache
achélème,achélème
achélèmes,achélème
achemina,acheminer
acheminai,acheminer
acheminaient,acheminer
acheminait,acheminer
acheminâmes,acheminer
acheminant,acheminer
achemine,acheminer
acheminé,acheminer
acheminée,acheminer
acheminées,acheminer
acheminement,acheminement
acheminent,acheminer
acheminer,acheminer
acheminèrent,acheminer
achemineront,acheminer
acheminés,acheminer
acheminons,acheminer
aches,ache
acheta,acheter
achetable,achetable
achetai,acheter
achetaient,acheter
achetais,acheter
achetait,acheter
achetâmes,acheter
achetant,acheter
achetassent,acheter
achetât,acheter
acheté,acheter
achète,acheter
achetée,acheter
achetées,acheter
achètent,acheter
acheter,acheter
achètera,acheter
achèterai,acheter
achèteraient,acheter
achèterais,acheter
achèterait,acheter
achèteras,acheter
achetèrent,acheter
achèterez,acheter
achèteriez,acheter
achèterions,acheter
achèterons,acheter
achèteront,acheter
achetés,acheter
achètes,acheter
acheteur,acheteur
acheteurs,acheteur
acheteuse,acheteur
acheteuses,acheteur
achetez,acheter
achetiez,acheter
achetions,acheter
achetons,acheter
acheva,achever
achevai,achever
achevaient,achever
achevais,achever
achevait,achever
achevâmes,achever
achevant,achever
achevât,achever
achevé,achever
achève,achever
achevée,achever
achevées,achevé
achèvement,achèvement
achèvements,achèvement
achèvent,achever
achever,achever
achèvera,achever
achèverai,achever
achèveraient,achever
achèverait,achever
achevèrent,achever
achèverez,achever
achèverons,achever
achèveront,achever
achevés,achever
achèves,achever
achevez,achever
acheviez,achever
achevions,achever
achevons,achever
achillée,achillée
achondroplasie,achondroplasie
achondroplasies,achondroplasie
achoppa,achopper
achoppai,achopper
achoppaient,achopper
achoppais,achopper
achoppait,achopper
achoppe,achopper
achoppé,achopper
achoppée,achopper
achoppement,achoppement
achopper,achopper
acid_jazz,acid_jazz
acide,acide
acides,acide
acidité,acidité
acidités,acidité
acidocétose,acidocétose
acidose,acidose
acidulé,acidulé
acidulée,acidulé
acidulées,acidulé
acidulés,acidulé
acier,acier
aciérie,aciérie
aciéries,aciérie
aciers,acier
acmé,acmé
acné,acné
acnéiques,acnéique
acnés,acné
acolyte,acolyte
acolytes,acolyte
acompte,acompte
acomptes,acompte
aconiers,aconier
aconit,aconit
acoquina,acoquiner
acoquine,acoquiner
acoquiné,acoquiner
acoquinée,acoquiner
acoquiner,acoquiner
acoquinés,acoquiner
acouphène,acouphène
acoustique,acoustique
acoustiques,acoustique
acqua_toffana,acqua_toffana
acquéraient,acquérir
acquérais,acquérir
acquérait,acquérir
acquérant,acquérir
acquéreur,acquéreur
acquéreurs,acquéreur
acquérions,acquérir
acquérir,acquérir
acquérons,acquérir
acquerra,acquérir
acquerrai,acquérir
acquerraient,acquérir
acquerront,acquérir
acquêt,acquêt
acquêts,acquêt
acquière,acquérir
acquièrent,acquérir
acquiers,acquérir
acquiert,acquérir
acquiesça,acquiescer
acquiesçai,acquiescer
acquiesçaient,acquiescer
acquiesçais,acquiescer
acquiesçait,acquiescer
acquiesçant,acquiescer
acquiesce,acquiescer
acquiescé,acquiescer
acquiescement,acquiescement
acquiescements,acquiescement
acquiescent,acquiescer
acquiescer,acquiescer
acquiescèrent,acquiescer
acquiesceront,acquiescer
acquiesces,acquiescer
acquiesçons,acquiescer
acquirent,acquérir
acquis,acquérir
acquise,acquérir
acquises,acquérir
acquisition,acquisition
acquisitions,acquisition
acquit,acquit
acquits,acquit
acquitta,acquitter
acquittai,acquitter
acquittaient,acquitter
acquittais,acquitter
acquittait,acquitter
acquittant,acquitter
acquittât,acquitter
acquitte,acquitter
acquitté,acquitter
acquittée,acquitter
acquittement,acquittement
acquittent,acquitter
acquitter,acquitter
acquittera,acquitter
acquitterai,acquitter
acquitterais,acquitter
acquitterait,acquitter
acquitterez,acquitter
acquittes,acquitter
acquittés,acquitter
acquittez,acquitter
acquittions,acquitter
acra,acra
acre,acre
acré,acré
âcre,âcre
âcrement,âcrement
acres,acre
âcres,âcre
âcreté,âcreté
acrimonie,acrimonie
acrimonieuse,acrimonieux
acrimonieusement,acrimonieusement
acrimonieuses,acrimonieux
acrimonieux,acrimonieux
acrobate,acrobate
acrobates,acrobate
acrobatie,acrobatie
acrobaties,acrobatie
acrobatique,acrobatique
acrobatiquement,acrobatiquement
acrobatiques,acrobatique
acrocéphale,acrocéphale
acromion,acromion
acronyme,acronyme
acrophobie,acrophobie
acropole,acropole
acrostiche,acrostiche
acrotère,acrotère
acrylique,acrylique
acryliques,acrylique
acrylonitrile,acrylonitrile
acta,acter
acte,acte
actes,acte
acteur,acteur
acteurs,acteur
actif,actif
actifs,actif
actine,actine
actinies,actinie
action,action
action_painting,action_painting
actionna,actionner
actionnai,actionner
actionnaient,actionner
actionnaire,actionnaire
actionnaires,actionnaire
actionnais,actionner
actionnait,actionner
actionnant,actionner
actionnariat,actionnariat
actionnât,actionner
actionne,actionner
actionné,actionner
actionnée,actionner
actionnées,actionner
actionnement,actionnement
actionnent,actionner
actionner,actionner
actionneront,actionner
actionnés,actionner
actionneur,actionneur
actionnez,actionner
actions,action
activa,activer
activai,activer
activaient,activer
activait,activer
activant,activer
activateur,activateur
activation,activation
activations,activation
active,actif
activé,activer
activée,activé
activées,activé
activement,activement
activent,activer
activer,activer
activera,activer
activerai,activer
activerait,activer
activeras,activer
activèrent,activer
actives,actif
activés,activé
activez,activer
activisme,activisme
activiste,activiste
activistes,activiste
activité,activité
activités,activité
activons,activer
actrice,acteur
actrices,acteur
actuaire,actuaire
actualisation,actualisation
actualise,actualiser
actualisé,actualiser
actualisée,actualiser
actualisées,actualiser
actualiser,actualiser
actualisez,actualiser
actualité,actualité
actualités,actualité
actuariel,actuariel
actuation,actuation
actuel,actuel
actuelle,actuel
actuellement,actuellement
actuelles,actuel
actuels,actuel
acuité,acuité
acumen,acumen
acuponcteur,acuponcteur
acuponcture,acuponcture
acupuncteur,acupuncteur
acupuncture,acupuncture
ad_hoc,ad_hoc
ad_infinitum,ad_infinitum
ad_libitum,ad_libitum
ad_limina,ad_limina
ad_majorem_dei_gloriam,ad_majorem_dei_gloriam
ad_nutum,ad_nutum
ad_patres,ad_patres
ad_vitam_aeternam,ad_vitam_aeternam
ada,ada
adage,adage
adages,adage
adagio,adagio
adamantin,adamantin
adamantine,adamantin
adamique,adamique
adapta,adapter
adaptabilité,adaptabilité
adaptable,adaptable
adaptables,adaptable
adaptai,adapter
adaptaient,adapter
adaptais,adapter
adaptait,adapter
adaptant,adapter
adaptât,adapter
adaptateur,adaptateur
adaptateurs,adaptateur
adaptatif,adaptatif
adaptatifs,adaptatif
adaptation,adaptation
adaptations,adaptation
adapte,adapter
adapté,adapter
adaptée,adapter
adaptées,adapter
adaptent,adapter
adapter,adapter
adaptera,adapter
adapterai,adapter
adapterais,adapter
adapterait,adapter
adapteras,adapter
adaptèrent,adapter
adapterez,adapter
adapterons,adapter
adapteront,adapter
adaptes,adapter
adaptés,adapter
adaptez,adapter
addenda,addenda
addendum,addendum
addiction,addiction
additif,additif
additifs,additif
addition,addition
additionnaient,additionner
additionnais,additionner
additionnait,additionner
additionnant,additionner
additionne,additionner
additionné,additionner
additionnée,additionner
additionnées,additionner
additionnel,additionnel
additionnelle,additionnel
additionnelles,additionnel
additionnels,additionnel
additionnent,additionner
additionner,additionner
additionneraient,additionner
additionnerait,additionner
additionnés,additionner
additionnez,additionner
additions,addition
adducteur,adducteur
adducteurs,adducteur
adduction,adduction
adénine,adénine
adénocarcinome,adénocarcinome
adénome,adénome
adénopathie,adénopathie
adénosine,adénosine
adénovirus,adénovirus
adent,adent
adepte,adepte
adeptes,adepte
adéquat,adéquat
adéquate,adéquat
adéquatement,adéquatement
adéquates,adéquat
adéquation,adéquation
adéquats,adéquat
adhéra,adhérer
adhéraient,adhérer
adhérais,adhérer
adhérait,adhérer
adhérant,adhérer
adhéré,adhérer
adhère,adhérer
adhérence,adhérence
adhérences,adhérence
adhérent,adhérent
adhèrent,adhérer
adhérente,adhérent
adhérentes,adhérent
adhérents,adhérent
adhérer,adhérer
adhérez,adhérer
adhésif,adhésif
adhésifs,adhésif
adhésion,adhésion
adhésions,adhésion
adhésive,adhésif
adhésives,adhésif
adieu,adieu
adieux,adieu
adipeuse,adipeux
adipeuses,adipeux
adipeux,adipeux
adipique,adipique
adiposité,adiposité
adira,adire
adja,adja
adjacent,adjacent
adjacente,adjacent
adjacentes,adjacent
adjacents,adjacent
adjas,adja
adjectif,adjectif
adjectifs,adjectif
adjective,adjectif
adjoignait,adjoindre
adjoignant,adjoindre
adjoigne,adjoindre
adjoignit,adjoindre
adjoignît,adjoindre
adjoindra,adjoindre
adjoindre,adjoindre
adjoindront,adjoindre
adjoins,adjoindre
adjoint,adjoint
adjointe,adjoint
adjointes,adjoint
adjoints,adjoint
adjonction,adjonction
adjudant,adjudant
adjudant_chef,adjudant_chef
adjudant_major,adjudant_major
adjudants,adjudant
adjudication,adjudication
adjudications,adjudication
adjuge,adjuger
adjugé,adjuger
adjugeait,adjuger
adjugeant,adjuger
adjugée,adjuger
adjuger,adjuger
adjugés,adjuger
adjugez,adjuger
adjupète,adjupète
adjupètes,adjupète
adjura,adjurer
adjurai,adjurer
adjuraient,adjurer
adjurais,adjurer
adjurait,adjurer
adjurant,adjurer
adjuration,adjuration
adjurations,adjuration
adjure,adjurer
adjuré,adjurer
adjurer,adjurer
adjurerai,adjurer
adjurerait,adjurer
adjutrice,adjutrice
adjuvants,adjuvant
admet,admettre
admets,admettre
admettaient,admettre
admettais,admettre
admettait,admettre
admettant,admettre
admette,admettre
admettent,admettre
admettes,admettre
admettez,admettre
admettiez,admettre
admettions,admettre
admettons,admettre
admettra,admettre
admettrai,admettre
admettraient,admettre
admettrais,admettre
admettrait,admettre
admettras,admettre
admettre,admettre
admettrez,admettre
admettriez,admettre
admettrons,admettre
admettront,admettre
administra,administrer
administrai,administrer
administraient,administrer
administrais,administrer
administrait,administrer
administrant,administrer
administrât,administrer
administrateur,administrateur
administrateurs,administrateur
administratif,administratif
administratifs,administratif
administration,administration
administrations,administration
administrative,administratif
administrativement,administrativement
administratives,administratif
administratrice,administrateur
administre,administrer
administré,administrer
administrée,administrer
administrées,administrer
administrent,administrer
administrer,administrer
administrera,administrer
administrerai,administrer
administrerons,administrer
administres,administrer
administrés,administré
administrez,administrer
admira,admirer
admirable,admirable
admirablement,admirablement
admirables,admirable
admirai,admirer
admiraient,admirer
admirais,admirer
admirait,admirer
admirâmes,admirer
admirant,admirer
admirateur,admirateur
admirateurs,admirateur
admiratif,admiratif
admiratifs,admiratif
admiration,admiration
admirations,admiration
admirative,admiratif
admirativement,admirativement
admiratives,admiratif
admiratrice,admirateur
admiratrices,admirateur
admire,admirer
admiré,admirer
admirée,admirer
admirées,admirer
admirent,admirer
admirer,admirer
admirera,admirer
admirerai,admirer
admirerais,admirer
admirerait,admirer
admirèrent,admirer
admirerez,admirer
admireront,admirer
admires,admirer
admirés,admirer
admirez,admirer
admiriez,admirer
admirions,admirer
admirons,admirer
admis,admettre
admise,admettre
admises,admettre
admissibilité,admissibilité
admissible,admissible
admissibles,admissible
admission,admission
admissions,admission
admit,admettre
admît,admettre
admixtion,admixtion
admonesta,admonester
admonestait,admonester
admonestât,admonester
admonestation,admonestation
admonestations,admonestation
admoneste,admonester
admonesté,admonester
admonester,admonester
admonestés,admonester
admonition,admonition
admonitions,admonition
ado,ado
adobe,adobe
adolescence,adolescence
adolescences,adolescence
adolescent,adolescent
adolescente,adolescent
adolescentes,adolescent
adolescents,adolescent
adon,adon
adonc,adonc
adoncques,adoncques
adonies,adonies
adonis,adonis
adonisant,adoniser
adonna,adonner
adonnai,adonner
adonnaient,adonner
adonnais,adonner
adonnait,adonner
adonnant,adonner
adonne,adonner
adonné,adonner
adonnée,adonner
adonnées,adonner
adonnent,adonner
adonner,adonner
adonnerait,adonner
adonnés,adonner
adonnez,adonner
adonnions,adonner
adopta,adopter
adoptable,adoptable
adoptai,adopter
adoptaient,adopter
adoptais,adopter
adoptait,adopter
adoptant,adoptant
adoptât,adopter
adopte,adopter
adopté,adopter
adoptée,adopter
adoptées,adopter
adoptent,adopter
adopter,adopter
adoptera,adopter
adopterai,adopter
adopteraient,adopter
adopterait,adopter
adoptèrent,adopter
adopterez,adopter
adopterons,adopter
adopteront,adopter
adoptés,adopter
adoptez,adopter
adoptif,adoptif
adoptifs,adoptif
adoption,adoption
adoptions,adoption
adoptive,adoptif
adoptives,adoptif
adoptons,adopter
adora,adorer
adorable,adorable
adorablement,adorablement
adorables,adorable
adorai,adorer
adoraient,adorer
adorais,adorer
adorait,adorer
adorant,adorer
adorante,adorant
adorants,adorant
adorateur,adorateur
adorateurs,adorateur
adoration,adoration
adorations,adoration
adoratrice,adorateur
adoratrices,adorateur
adore,adorer
adoré,adorer
adorée,adorer
adorées,adorer
adorent,adorer
adorer,adorer
adorera,adorer
adorerai,adorer
adoreraient,adorer
adorerais,adorer
adorerait,adorer
adoreras,adorer
adorèrent,adorer
adorerez,adorer
adoreriez,adorer
adorerions,adorer
adorerons,adorer
adoreront,adorer
adores,adorer
adorés,adorer
adorez,adorer
adoriez,adorer
adorions,adorer
adornaient,adorner
adornait,adorner
adorne,adorner
adorné,adorner
adorons,adorer
ados,ados
adossa,adosser
adossai,adosser
adossaient,adosser
adossais,adosser
adossait,adosser
adossant,adosser
adosse,adosser
adossé,adosser
adossée,adossé
adossées,adosser
adossent,adosser
adosser,adosser
adossèrent,adosser
adossés,adosser
adossez,adosser
